StudentID,PositionTitle,HiringStatus,CompanyName,CompanyLevel,FinalEvaluation,GradutationDate
1096,Data Analyst,Hired,Welch Ltd,national,80,2024-01-28
1097,Software Engineer,Hired,"Mccormick, Stevens and Jones",national,90,2025-04-12
1098,Software Engineer,Hired,"Wilkinson, Townsend and Gray",national,80,2025-05-08
1099,Software Engineer,Hired,Garcia-Torres,multinational,80,2023-11-09
1100,Software Engineer,Hired,"White, Mack and Chapman",national,70,2024-12-21
1101,Data Analyst,Hired,"Jenkins, Parker and Nelson",multinational,90,2023-12-04
1102,Network Admin,Hired,"Lara, Jackson and Sparks",multinational,90,2023-07-19
1103,Data Analyst,Hired,Vazquez-Lopez,multinational,70,2024-06-25
1104,Network Admin,Hired,Alexander Group,national,80,2023-11-30
1105,Data Analyst,Hired,"Lopez, Williams and Ortiz",startup,70,2025-06-02
1106,Network Admin,Not Hired,No Company,None,90,2024-07-11
1107,Software Engineer,Hired,"Brewer, Wilson and Black",startup,90,2023-10-17
1108,Software Engineer,Hired,Woods and Sons,multinational,80,2024-03-25
1109,UX Designer,Hired,Bennett and Sons,multinational,80,2024-11-21
1110,Data Analyst,Hired,"Swanson, Miller and Shaffer",multinational,90,2024-11-05
1111,Data Analyst,Hired,Hawkins and Sons,national,80,2023-09-29
1112,Data Analyst,Hired,Cain-Brown,national,70,2024-10-11
1113,UX Designer,Hired,Adams-Frye,startup,80,2023-10-03
1114,Software Engineer,Hired,Weaver-Hart,startup,80,2024-04-19
1115,Network Admin,Hired,Rose-Martin,multinational,70,2023-08-15
1116,Data Analyst,Not Hired,No Company,None,70,2024-03-02
1117,Network Admin,Hired,West-Simpson,national,70,2023-10-05
1118,UX Designer,Hired,"Crawford, Terry and Wolf",national,90,2023-09-09
1119,Software Engineer,Not Hired,No Company,None,80,2023-09-22
1120,Software Engineer,Hired,Gibbs LLC,national,70,2024-03-26
1121,UX Designer,Hired,Larson-Thomas,national,80,2023-08-06
1122,Software Engineer,Not Hired,No Company,None,80,2024-02-21
1123,Network Admin,Hired,Wheeler-Burgess,national,80,2025-03-26
1124,Network Admin,Hired,Gill-Arnold,national,80,2023-12-01
1125,Software Engineer,Hired,Morris PLC,national,80,2024-05-31
1126,Network Admin,Hired,Jones Ltd,national,90,2024-03-15
1127,Network Admin,Hired,Buck PLC,national,70,2024-06-13
1128,Data Analyst,Hired,Jimenez and Sons,startup,70,2025-06-07
1129,Network Admin,Hired,Watts and Sons,national,90,2024-08-21
1130,Data Analyst,Hired,Delgado-Morrison,startup,80,2024-10-14
1131,Software Engineer,Hired,Benjamin-Flores,national,70,2023-08-16
1132,UX Designer,Not Hired,No Company,None,80,2023-07-31
1133,UX Designer,Hired,"Moody, Bennett and Ross",startup,90,2024-05-04
1134,Software Engineer,Hired,Welch and Sons,startup,80,2024-12-15
1135,Software Engineer,Hired,Barrera-Jones,national,70,2023-12-17
1136,Network Admin,Hired,Gomez LLC,multinational,90,2025-06-13
1137,UX Designer,Hired,"Thompson, Brown and Flores",multinational,70,2024-05-02
1138,Network Admin,Hired,Sexton-Stevens,startup,80,2025-02-28
1139,UX Designer,Hired,Gutierrez-Wilson,national,90,2024-05-14
1140,Network Admin,Hired,Evans-Mendoza,multinational,80,2024-04-30
1141,Network Admin,Not Hired,No Company,None,70,2024-11-30
1142,Network Admin,Hired,Hoffman-Hendrix,startup,90,2024-12-13
1143,Data Analyst,Hired,Woodard-Murray,national,80,2025-01-20
1144,Data Analyst,Hired,Johnson Group,startup,70,2023-11-20
1145,Data Analyst,Hired,Everett Ltd,startup,80,2025-04-04
1146,Software Engineer,Hired,Reynolds-Melendez,multinational,70,2023-08-03
1147,Data Analyst,Hired,Smith PLC,multinational,90,2023-08-01
1148,Software Engineer,Hired,Perry-Torres,startup,90,2024-08-07
1149,Network Admin,Hired,"Collins, Spears and Murphy",multinational,90,2024-10-19
1150,Network Admin,Hired,Smith-Crawford,national,90,2023-09-16
1151,Software Engineer,Hired,Ingram Group,multinational,90,2025-03-31
1152,Data Analyst,Hired,Singh PLC,startup,70,2024-01-13
1153,Software Engineer,Hired,Horne and Sons,national,70,2024-07-30
1154,Software Engineer,Hired,Santiago PLC,startup,70,2023-07-14
1155,Data Analyst,Hired,White Inc,startup,90,2024-02-02
1156,Data Analyst,Hired,Bowers-Cervantes,national,90,2024-09-23
1157,Data Analyst,Not Hired,No Company,None,90,2024-08-08
1158,Network Admin,Hired,"Benson, Shelton and Perkins",multinational,80,2024-06-29
1159,Software Engineer,Hired,Macdonald-Robinson,multinational,70,2024-04-20
1160,Network Admin,Hired,Peterson-Davis,startup,70,2023-10-28
1161,UX Designer,Not Hired,No Company,None,70,2023-07-08
1162,Software Engineer,Hired,"Goodwin, Davis and Beck",national,90,2024-05-20
1163,Software Engineer,Not Hired,No Company,None,80,2023-07-02
1164,Software Engineer,Hired,"Smith, Fields and Jimenez",startup,80,2025-05-20
1165,Data Analyst,Hired,Williams-Rojas,national,70,2024-08-04
1166,Network Admin,Hired,Shaw Inc,startup,70,2024-09-08
1167,Network Admin,Hired,Harris and Sons,national,70,2023-08-23
1168,Data Analyst,Hired,Smith LLC,startup,90,2025-02-20
1169,UX Designer,Hired,"Ward, Kennedy and Hill",multinational,70,2023-11-25
1170,UX Designer,Hired,Franco Inc,startup,80,2024-10-02
1171,Software Engineer,Hired,Gibson-Campbell,national,70,2024-03-25
1172,Network Admin,Not Hired,No Company,None,80,2023-09-13
1173,Network Admin,Hired,Ward PLC,multinational,80,2023-12-05
1174,Data Analyst,Hired,Hernandez Ltd,startup,90,2025-02-19
1175,Software Engineer,Hired,"Young, Saunders and Larson",multinational,80,2024-12-14
1176,UX Designer,Not Hired,No Company,None,90,2023-12-08
1177,Data Analyst,Hired,Owen-Salinas,multinational,90,2024-11-13
1178,Data Analyst,Hired,Jones Inc,startup,90,2025-04-19
1179,UX Designer,Hired,"Thompson, Hayes and Patterson",multinational,80,2023-08-27
1180,Network Admin,Hired,Sandoval-Carlson,startup,90,2024-05-23
1181,Network Admin,Hired,Romero Group,national,70,2024-03-01
1182,Network Admin,Hired,"Villegas, Thompson and Shepherd",startup,90,2023-09-12
1183,UX Designer,Hired,"White, Ward and Craig",multinational,80,2024-12-17
1184,Software Engineer,Hired,Hatfield-Martin,startup,90,2023-07-18
1185,Software Engineer,Hired,Kim-Daniels,national,70,2024-12-21
1186,Data Analyst,Hired,"Jones, Jackson and Snyder",multinational,80,2023-06-23
1187,Data Analyst,Hired,Williams Ltd,startup,80,2024-03-04
1188,Data Analyst,Hired,"Benson, Elliott and Roy",national,70,2024-05-31
1189,Network Admin,Hired,"Haas, Freeman and Anderson",national,80,2024-05-08
1190,UX Designer,Hired,"French, Stephens and Buck",multinational,70,2023-11-11
1191,Network Admin,Hired,"Pugh, Kelly and Marshall",startup,80,2023-10-28
1192,Software Engineer,Hired,Johnson and Sons,multinational,70,2025-04-07
1193,Network Admin,Hired,Smith Group,multinational,70,2023-12-21
1194,Software Engineer,Hired,Chung LLC,startup,80,2023-11-08
1195,Software Engineer,Hired,"Humphrey, Spencer and Smith",startup,90,2023-08-06
1196,UX Designer,Hired,"Prince, Stewart and Stanton",startup,90,2025-01-17
1197,Network Admin,Hired,Munoz-Boyd,national,70,2024-07-21
1198,Data Analyst,Not Hired,No Company,None,80,2023-11-05
1199,UX Designer,Hired,Moore Group,startup,70,2024-03-06
1200,Network Admin,Hired,"Howell, Townsend and Jones",multinational,70,2024-06-05
1201,UX Designer,Hired,"Lynn, Fernandez and Holland",multinational,90,2024-07-01
1202,Software Engineer,Hired,Anderson PLC,startup,90,2024-09-10
1203,Software Engineer,Hired,Mcfarland LLC,multinational,70,2024-02-10
1204,UX Designer,Hired,"Hanna, Baker and Morales",startup,70,2025-05-20
1205,Data Analyst,Hired,Richardson Inc,national,70,2024-10-22
1206,Data Analyst,Hired,Wilson LLC,national,80,2024-01-03
1207,Network Admin,Hired,Bonilla-Johns,startup,90,2025-01-16
1208,Software Engineer,Hired,"Phillips, Craig and Ayala",startup,90,2024-04-24
1209,Network Admin,Hired,"Barnes, Larson and Scott",multinational,80,2024-06-23
1210,Software Engineer,Hired,Wheeler-Garrison,national,70,2025-05-03
1211,UX Designer,Hired,Munoz-Wall,startup,70,2024-11-29
1212,Network Admin,Hired,Wyatt-Martin,startup,90,2024-08-26
1213,Network Admin,Hired,Scott-Mills,multinational,80,2024-03-23
1214,Network Admin,Hired,"Burton, Hodges and Ray",startup,70,2023-08-13
1215,Software Engineer,Hired,Wheeler-Briggs,multinational,80,2025-04-01
1216,Network Admin,Hired,"French, Soto and Suarez",startup,90,2024-05-01
1217,Software Engineer,Hired,Kelly PLC,multinational,70,2023-09-03
1218,Software Engineer,Hired,"Buchanan, Flores and Simmons",national,90,2025-05-10
1219,Data Analyst,Hired,Henry LLC,national,80,2025-04-09
1220,Software Engineer,Hired,"Vargas, Padilla and Powell",startup,70,2023-09-13
1221,UX Designer,Hired,Arroyo-Lane,multinational,80,2024-02-27
1222,Software Engineer,Hired,Murphy-Lutz,national,70,2023-11-25
1223,Software Engineer,Hired,"Rodriguez, Mccall and Larsen",national,80,2023-11-27
1224,Software Engineer,Hired,Higgins and Sons,startup,70,2025-02-25
1225,UX Designer,Hired,Li-Hill,national,70,2025-05-16
1226,Software Engineer,Hired,Vazquez-Hall,startup,70,2023-08-20
1227,Software Engineer,Hired,Williams-Snyder,national,70,2023-07-16
1228,UX Designer,Hired,Burns PLC,startup,80,2023-12-03
1229,Network Admin,Hired,Liu LLC,startup,90,2024-10-08
1230,Data Analyst,Hired,Crosby-Gregory,multinational,90,2024-12-01
1231,Network Admin,Hired,Perez and Sons,national,90,2024-11-30
1232,Network Admin,Hired,"Johnson, Allen and Jenkins",startup,70,2025-05-18
1233,Network Admin,Hired,Porter-Herman,startup,70,2024-09-28
1234,Data Analyst,Hired,Nelson Inc,startup,90,2025-03-15
1235,Software Engineer,Hired,Alvarado Inc,national,90,2024-09-20
1236,UX Designer,Hired,Lopez Group,multinational,70,2025-01-25
1237,Software Engineer,Hired,Dunlap and Sons,multinational,90,2024-03-22
1238,Data Analyst,Not Hired,No Company,None,90,2024-11-03
1239,Software Engineer,Hired,Ortiz and Sons,startup,80,2023-08-19
1240,Data Analyst,Hired,Oconnell-Arroyo,startup,70,2024-05-22
1241,Network Admin,Hired,Cruz-Duncan,startup,90,2024-09-17
1242,Software Engineer,Hired,Gomez-Cohen,startup,90,2024-04-09
1243,Software Engineer,Hired,Torres-Hubbard,startup,80,2025-04-13
1244,UX Designer,Hired,Schneider-Baldwin,multinational,80,2024-01-25
1245,Software Engineer,Hired,Huff-Moreno,national,90,2024-07-26
1246,Network Admin,Hired,Stewart-Fuller,multinational,80,2024-09-11
1247,UX Designer,Hired,Grant-Singh,national,90,2025-02-12
1248,Software Engineer,Hired,Lane and Sons,national,90,2024-09-01
1249,Data Analyst,Hired,Manning Group,startup,80,2023-09-27
1250,UX Designer,Hired,"Shields, Graham and Rice",national,70,2023-09-27
1251,Data Analyst,Hired,Ware-Martinez,national,80,2023-11-30
1252,Network Admin,Hired,"Simpson, Hansen and Ibarra",national,90,2024-11-30
1253,Network Admin,Hired,"Kelley, Blake and Estrada",startup,80,2025-04-05
1254,Software Engineer,Hired,Vincent-Brewer,startup,90,2025-02-07
1255,Software Engineer,Hired,Mccoy-Owen,startup,90,2025-05-09
1256,Network Admin,Not Hired,No Company,None,90,2023-12-16
1257,Software Engineer,Hired,Moon LLC,national,90,2024-12-19
1258,Network Admin,Hired,Martin PLC,startup,80,2024-12-06
1259,Data Analyst,Hired,Morales-Smith,multinational,70,2023-10-03
1260,UX Designer,Hired,Hall-Johnson,multinational,90,2023-09-08
1261,UX Designer,Hired,Johnson Group,startup,90,2023-06-28
1262,Software Engineer,Hired,Schneider-Adams,national,80,2024-05-06
1263,UX Designer,Hired,Torres-Cherry,national,90,2024-03-14
1264,Data Analyst,Hired,Hughes-Smith,startup,80,2024-02-03
1265,Data Analyst,Hired,Barr Inc,multinational,70,2025-04-05
1266,Network Admin,Hired,Kelley-Wilson,startup,90,2025-01-07
1267,UX Designer,Hired,Moses LLC,national,80,2024-11-14
1268,Software Engineer,Hired,Fisher-Nguyen,multinational,80,2023-12-30
1269,Network Admin,Hired,Davis PLC,national,80,2023-10-29
1270,Data Analyst,Hired,"Gilbert, Snyder and Brennan",multinational,80,2025-04-13
1271,Software Engineer,Hired,"Ball, Tucker and Wilson",startup,90,2024-07-07
1272,Software Engineer,Hired,"Daniels, Merritt and Bryant",startup,70,2024-11-21
1273,Data Analyst,Hired,Smith-Kerr,multinational,80,2023-10-15
1274,UX Designer,Hired,"Knight, Haynes and Jordan",multinational,90,2024-02-07
1275,Data Analyst,Hired,"Murphy, Smith and Brennan",multinational,80,2024-10-19
1276,Software Engineer,Hired,Hanson-Norman,national,90,2024-04-28
1277,UX Designer,Hired,Ross-Cooke,national,80,2023-11-27
1278,Network Admin,Hired,"Torres, Small and Cox",multinational,70,2023-11-13
1279,UX Designer,Hired,Martinez-Mendoza,multinational,80,2024-11-02
1280,Network Admin,Hired,Smith-Miller,national,70,2024-09-06
1281,Software Engineer,Not Hired,No Company,None,70,2024-07-10
1282,Data Analyst,Hired,Morgan-Wilson,multinational,70,2023-08-16
1283,Network Admin,Not Hired,No Company,None,80,2024-06-04
1284,UX Designer,Hired,Sparks-Morris,startup,80,2024-10-25
1285,Software Engineer,Hired,Carter-Buckley,multinational,90,2023-09-23
1286,Network Admin,Hired,Sweeney-Odom,multinational,70,2025-05-17
1287,Software Engineer,Hired,Hamilton-Sampson,national,80,2023-10-31
1288,Data Analyst,Hired,Bonilla Group,national,70,2024-02-02
1289,UX Designer,Hired,Buck-Manning,multinational,90,2024-08-07
1290,Software Engineer,Hired,"Wilson, Smith and Park",startup,70,2023-06-30
1291,Data Analyst,Hired,Moore-Valencia,national,90,2023-11-23
1292,Data Analyst,Hired,Bailey-Smith,national,70,2024-01-26
1293,UX Designer,Not Hired,No Company,None,90,2024-08-26
1294,UX Designer,Hired,Martinez LLC,national,80,2024-07-31
1295,Data Analyst,Hired,Walters PLC,startup,70,2023-10-01
1296,Data Analyst,Hired,Sanchez Inc,multinational,70,2023-09-22
1297,UX Designer,Hired,Jenkins-Perez,national,70,2023-11-07
1298,Software Engineer,Hired,Mills-Little,multinational,90,2023-11-24
1299,Network Admin,Hired,Koch Inc,national,80,2023-08-18
1300,Software Engineer,Hired,Lee-Hayes,national,70,2023-10-09
